speciesid,spec_code,genus,species,f_bname,kingdom,phylum,class,order,family,v11,v12
ITS-551594,14829,Metapenaeopsis,aegyptia,Egyptian prawn,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,,
ITS-551660,14895,Penaeopsis,jerryi,gondwana shrimp,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,,
ITS-551686,14921,Megokris,sedili,Malayan rough shrimp,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,,
ITS-551714,14935,Sicyonia,fallax,,Animalia,Arthropoda,Malacostraca,Decapoda,Sicyoniidae,,
ITS-612565,18321,Tuleariocaris,holthuisi,Holthuis urchin shrimp,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,,
ITS-612466,18337,Periclimenes,mahei,,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,,
ITS-612346,19241,Periclimenaeus,nobilii,,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,,
ITS-659883,20750,Anchistioides,compressus,,Animalia,Arthropoda,Malacostraca,Decapoda,Anchistioididae,,
ITS-659924,20828,Alpheus,oahuensis,,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,,
ITS-659947,20925,Synalpheus,albatrossi,,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,,
ITS-660149,21015,Albunea,speciosa,,Animalia,Arthropoda,Malacostraca,Decapoda,Albuneidae,,
SLB-12342,21128,Notosceles,viaderi,,Animalia,Arthropoda,Malacostraca,Decapoda,Raninidae,,
W-Bch-209116,21392,Etisus,bifrontalis,,Animalia,Arthropoda,Malacostraca,Decapoda,Xanthidae,,
W-Bch-209000,21431,Neoliomera,pubescens,strawberry crab,Animalia,Arthropoda,Malacostraca,Decapoda,Xanthidae,,
W-Bch-395017,21503,Pachygrapsus,fakaravensis,,Animalia,Arthropoda,Malacostraca,Decapoda,Grapsidae,,
WBD-Eup-40,27317,Euphausia,sibogae,,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,,
WBD-Eup-73,27350,Stylocheiron,microphthalma,,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,,
W-Pol-131210,38235,Neodexiospira,pseudocorrugata,,Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,,
W-Pol-209659,38497,Lepidonotus,cristatus,,Animalia,Annelida,Polychaeta,Aciculata,Polynoidae,,
W-Pol-130802,38778,Lepidonotus,tenuisetosus,fine-setose scaleworm,Animalia,Annelida,Polychaeta,Aciculata,Polynoidae,,
SLB-2396,39781,Neanthes,succinea,clam worm,Animalia,Annelida,Polychaeta,Aciculata,Nereididae,,
URM-Cn-5980,45590,Pocillopora,indiania,,Animalia,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,,
URM-Cn-5767,45845,Fungia,puishani,,Animalia,Cnidaria,Anthozoa,Scleractinia,Fungiidae,,
URM-Cn-5602,46783,Montastrea,serageldini,,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,,
URM-2-1818,53739,Megalocercus,huxleyi,,Animalia,Chordata,Appendicularia,Copelata,Oikopleuridae,,
URM-2-2771,54455,Cystodytes,solitus,,Animalia,Chordata,Ascidiacea,Enterogona,Polycitoridae,,
URM-2-2974,54646,Aplidium,flavolineatum,,Animalia,Chordata,Ascidiacea,Enterogona,Polyclinidae,,
URM-2-3312,54964,Asajirus,gulosus,,Animalia,Chordata,Ascidiacea,Pleurogona,Hexacrobylidae,,
SLB-38278,54970,Oligotrema,psammatodes,,Animalia,Chordata,Ascidiacea,Pleurogona,Hexacrobylidae,,
URM-2-3470,55121,Molguloides,cyclocarpa,,Animalia,Chordata,Ascidiacea,Pleurogona,Molgulidae,,
URM-2-3843,55482,Eusynstyela,hartmeyeri,,Animalia,Chordata,Ascidiacea,Pleurogona,Styelidae,,
URM-2-4175,55869,Brooksia,rostrata,,Animalia,Chordata,Thaliacea,Salpida,Salpidae,,
URM-2-998,55976,Anoplodactylus,glandulifer,,Animalia,Arthropoda,Pycnogonida,Pantopoda,Phoxichilidiidae,,
URM-2-1150,56123,Pallenopsis,spinipes,,Animalia,Arthropoda,Pycnogonida,Pantopoda,Phoxichilidiidae,,
URM-2-351,56579,Tanystylum,duospinum,,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,,
URM-2-373,56601,Tanystylum,rehderi,,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,,
W-Msc-342140,57840,Sepia,incerta,,Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae,,
W-Gtr-114615,59627,Urodasys,viviparus,,Animalia,Gastrotricha,Not assigned,Macrodasyoidea,Macrodasyidae,,
ITS-154637,59841,Golfingia,capensis,,Animalia,Sipuncula,Sipunculidea,Golfingiiformes,Golfingiidae,,
ITS-772610,59906,Apionsoma,pectinatum,,Animalia,Sipuncula,Phascolosomatidea,Phascolosomatida,Phascolosomatidae,,
ITS-154939,59921,Phascolosoma,pacificum,,Animalia,Sipuncula,Phascolosomatidea,Phascolosomatida,Phascolosomatidae,,
SLB-119286,71209,Gastroptychus,investigatoris,Granada hare,Animalia,Arthropoda,Malacostraca,Decapoda,Chirostylidae,,
SLB-128674,80220,Electroma,zebra,,Animalia,Mollusca,Bivalvia,Pterioida,Pteriidae,,
W-Msc-714803,80634,Arcopagia,isseli,,Animalia,Mollusca,Bivalvia,Veneroida,Tellinidae,,
