speciesid,spec_code,genus,species,f_bname,kingdom,phylum,class,order,family,v11,v12
Fis-47022,15242,Thysanophrys,celebica,Celebes flathead,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Platycephalidae,,
Fis-47027,15249,Johnius,macrorhynus,Big-snout croaker,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,,
Fis-47079,15263,Johnius,borneensis,Sharpnose hammer croaker,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,,
Fis-47245,15316,Cheilopogon,abei,Abe's flyingfish,Animalia,Chordata,Actinopterygii,Beloniformes,Exocoetidae,,
Fis-47304,15346,Cheilopogon,intermedius,Intermediate flyingfish,Animalia,Chordata,Actinopterygii,Beloniformes,Exocoetidae,,
Fis-47321,15362,Cypselurus,hexazona,Darkbar flyingfish,Animalia,Chordata,Actinopterygii,Beloniformes,Exocoetidae,,
Fis-47323,15365,Cypselurus,oligolepis,Largescale flyingfish,Animalia,Chordata,Actinopterygii,Beloniformes,Exocoetidae,,
Fis-47340,15382,Prognichthys,brevipinnis,Shortfin flyingfish,Animalia,Chordata,Actinopterygii,Beloniformes,Exocoetidae,,
Fis-47352,15391,Dasyatis,microps,Smalleye stingray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,,
Fis-47426,15444,Narcine,brunnea,Brown numbfish,Animalia,Chordata,Elasmobranchii,Torpediniformes,Narcinidae,,
Fis-47427,15445,Narcine,lingula,Chinese numbfish,Animalia,Chordata,Elasmobranchii,Torpediniformes,Narcinidae,,
Fis-47444,15462,Hypoatherina,valenciennei,Sumatran silverside,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinidae,,
Fis-158436,15565,Asterorhombus,cocosensis,Cocos Island flounder,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,,
Fis-47567,15569,Engyprosopon,latifrons,,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,,
Fis-47581,15580,Engyprosopon,xystrias,,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,,
Fis-47708,15659,Grammonus,robustus,,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae,,
Fis-47714,15661,Rhinobatos,ocellatus,,Animalia,Chordata,Elasmobranchii,Rajiformes,Rhinobatidae,,
Fis-47729,15665,Uropterygius,kamar,Barlip reef-eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,
Fis-146626,15672,Scolecenchelys,laticaudata,Redfin worm-eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,,
Fis-47754,15682,Ophichthus,erabo,Blotched snake-eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,,
Fis-47761,15686,Ophichthus,bonaparti,Napoleon snake eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,,
Fis-48018,15776,Acentrogobius,viridipunctatus,Spotted green goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-162367,15785,Paramugil,parmatus,Broad-mouthed mullet,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,,
Fis-48113,15801,Moringua,javanica,Java spaghetti eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Moringuidae,,
Fis-48132,15808,Argentina,euchus,,Animalia,Chordata,Actinopterygii,Osmeriformes,Argentinidae,,
Fis-48135,15810,Bathytroctes,squamosus,Deepscale slickhead,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,,
Fis-48256,15881,Parioglossus,raoi,Rao's hover goby,Animalia,Chordata,Actinopterygii,Perciformes,Microdesmidae,,
Fis-48439,15953,Ammodytoides,renniei,Scaly sandlance,Animalia,Chordata,Actinopterygii,Perciformes,Ammodytidae,,
Fis-49672,16453,Bajacalifornia,calcarata,Brown slickhead,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,,
Fis-49920,16624,Rosenblattichthys,hubbsi,Hubb's pearleye,Animalia,Chordata,Actinopterygii,Aulopiformes,Scopelarchidae,,
Fis-49962,16656,Diaphus,problematicus,Problematic lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-50026,16695,Rouleina,squamilatera,Bluntsnout slickhead,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,,
Fis-50050,16713,Polyipnus,omphus,,Animalia,Chordata,Actinopterygii,Stomiiformes,Sternoptychidae,,
Fis-50059,16718,Scopelarchoides,signifer,,Animalia,Chordata,Actinopterygii,Aulopiformes,Scopelarchidae,,
Fis-50074,16726,Symbolophorus,rufinus,,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-50085,16730,Diaphus,antonbruuni,,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-50086,16732,Diaphus,fulgens,,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-50092,16736,Diaphus,knappi,,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-50114,16748,Diaphus,malayanus,Malayan lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-50133,16757,Diogenichthys,panurgus,,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-50200,16787,Monomitopus,nigripinnis,,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,,
Fis-50204,16789,Porogadus,miles,Slender cuskeel,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,,
Fis-50206,16791,Carapus,mourlani,Star pearlfish,Animalia,Chordata,Actinopterygii,Ophidiiformes,Carapidae,,
Fis-50211,16792,Onuxodon,parvibrachium,Oyster pearlfish,Animalia,Chordata,Actinopterygii,Ophidiiformes,Carapidae,,
Fis-50239,16813,Hyporhamphus,balinensis,Balinese garfish,Animalia,Chordata,Actinopterygii,Beloniformes,Hemiramphidae,,
Fis-50246,16819,Bathypterois,guentheri,Tribute spiderfish,Animalia,Chordata,Actinopterygii,Aulopiformes,Ipnopidae,,
Fis-50255,16826,Sphagemacrurus,pumiliceps,Dwarf whiptail,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-61205,16827,Lucigadus,ori,Bronze whiptail,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-51630,16829,Encheliophis,boraborensis,Pinhead pearlfish,Animalia,Chordata,Actinopterygii,Ophidiiformes,Carapidae,,
Fis-50272,16830,Barathronus,maculatus,Spotted gelatinous cusk,Animalia,Chordata,Actinopterygii,Ophidiiformes,Aphyonidae,,
Fis-143470,16838,Solocisquama,stellulata,,Animalia,Chordata,Actinopterygii,Lophiiformes,Ogcocephalidae,,
Fis-163930,16841,Coelophrys,micropa,,Animalia,Chordata,Actinopterygii,Lophiiformes,Ogcocephalidae,,
Fis-50281,16843,Oneirodes,kreffti,Krefft's dreamer,Animalia,Chordata,Actinopterygii,Lophiiformes,Oneirodidae,,
Fis-50286,16845,Lepadichthys,caritus,Pale clingfish,Animalia,Chordata,Actinopterygii,Gobiesociformes,Gobiesocidae,,
Fis-50290,16848,Iso,natalensis,Surf sprite,Animalia,Chordata,Actinopterygii,Atheriniformes,Isonidae,,
Fis-50291,16849,Petalichthys,capensis,Cape needlefish,Animalia,Chordata,Actinopterygii,Beloniformes,Belonidae,,
Fis-50297,16854,Melamphaes,danae,Bigscale,Animalia,Chordata,Actinopterygii,Stephanoberyciformes,Melamphaidae,,
Fis-50333,16862,Acentronura,tentaculata,Shortpouch pygmy pipehorse,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,,
Fis-50361,16869,Sebastapistes,tinkhami,Darkspotted scorpionfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,
Fis-50367,16871,Caracanthus,madagascariensis,Spotted croucher,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,
Fis-50375,16876,Plectranthias,morgansi,Flagfin,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-50379,16881,Serranus,novemcinctus,Barred rockcod,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-50398,16889,Florenciella,lugubris,,Animalia,Chordata,Actinopterygii,Perciformes,Epigonidae,,
Fis-50402,16890,Gymnapogon,africanus,Crystal cardinal,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,,
Fis-50404,16891,Pseudamiops,pellucidus,Limpid cardinal,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,,
Fis-167420,16894,Caristius,fasciatus,Greenland manefish,Animalia,Chordata,Actinopterygii,Perciformes,Caristiidae,,
Fis-50441,16905,Sphyraena,chrysotaenia,Yellowstripe barracuda,Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,,
Fis-50450,16913,Opistognathus,nigromarginatus,Birdled jawfish,Animalia,Chordata,Actinopterygii,Perciformes,Opistognathidae,,
Fis-50477,16929,Pleuroscopus,pseudodorsalis,Scaly stargazer,Animalia,Chordata,Actinopterygii,Perciformes,Uranoscopidae,,
Fis-50482,16931,Limnichthys,nitidus,Sand submarine,Animalia,Chordata,Actinopterygii,Perciformes,Creediidae,,
Fis-50498,16940,Alloblennius,parvus,Dwarf blenny,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,,
Fis-50524,16944,Hirculops,cornifer,Highbrow rockskipper,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,,
Fis-59583,16946,Blenniella,cyanostigma,Striped rockskipper,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,,
Fis-50534,16948,Omobranchus,banditus,Bandit blenny,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,,
Fis-50545,16955,Parablennius,cornutus,,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,,
Fis-50553,16962,Parablennius,pilicornis,Ringneck blenny,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,,
Fis-50562,16966,Scartella,emarginata,Maned blenny,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,,
Fis-50570,16974,Enneapterygius,abeli,Yellow triplefin,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,,
Fis-50579,16975,Enneapterygius,clarkae,Barred triplefin,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,,
Fis-50584,16977,Enneapterygius,elegans,Hourglass triplefin,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,,
Fis-50588,16979,Enneapterygius,pusillus,Highcrest triplefin,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,,
Fis-50590,16981,Enneapterygius,ventermaculus,Blotched triplefin,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,,
Fis-50637,17029,Diplogrammus,infulatus,Sawspine dragonet,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,,
Fis-50646,17031,Synchiropus,postulus,Dwarf dragonet,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,,
Fis-50647,17032,Acentrogobius,audax,Mangrove goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,2015-2,High
Fis-50701,17041,Zenarchopterus,buffonis,Buffon's river-garfish,Animalia,Chordata,Actinopterygii,Beloniformes,Zenarchopteridae,,
Fis-50703,17044,Barbuligobius,boehlkei,Cryptic bearded goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-50706,17045,Bathygobius,laddi,Brownboy goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-50715,17050,Callogobius,flavobrunneus,Slimy goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-50720,17052,Favonigobius,melanobranchus,Blackthroat goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-50723,17056,Fusigobius,duospilus,Barenape goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-50737,17066,Coryphaenoides,carapinus,Carapine grenadier,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-50754,17070,Cremnochorites,capensis,Cape triplefin,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,,
Fis-50862,17112,Zenarchopterus,gilli,Viviparous halfbeak,Animalia,Chordata,Actinopterygii,Beloniformes,Zenarchopteridae,,
Fis-51063,17227,Gymnothorax,polyuranodon,Freshwater moray,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,
Fis-51168,17266,Gymnothorax,tile,Indian mud moray,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Medium,
Fis-51481,17371,Symphurus,marmoratus,,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,,
Fis-51529,17388,Uropterygius,supraforatus,Many-toothed snake moray,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,
Fis-51575,17399,Ichthyapus,vulturis,Vulture sand eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,,
Fis-121312,17407,Echelus,uropterus,Finned worm eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,,
Fis-51608,17410,Schismorhynchus,labialis,Grooved-jaw worm eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,,
Fis-51643,17422,Lepadichthys,minor,Minor clingfish,Animalia,Chordata,Actinopterygii,Gobiesociformes,Gobiesocidae,,
Fis-51779,17467,Callionymus,delicatulus,Delicate dragonet,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,,
Fis-51811,22452,Parioglossus,taeniatus,Taeniatus dartfish,Animalia,Chordata,Actinopterygii,Perciformes,Microdesmidae,,
Fis-51867,22476,Paragobiodon,lacunicolus,Blackfin coral goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-51872,22477,Paragobiodon,modestus,Warthead goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-51906,22489,Paragobiodon,melanosomus,Dark coral goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-51908,22491,Pleurosicya,muscarum,Ghost goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-51921,22494,Trimmatom,eviotops,Red-barred rubble goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-51923,22495,Trimma,naudei,Naude's rubble goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-52149,22585,Synaphobranchus,brevidorsalis,Shortdorsal cutthroat eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Synaphobranchidae,,
Fis-52171,22602,Myrophis,microchir,Ordinary snake eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,,
Fis-52183,22612,Xyrias,revulsus,Strict snake eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,,
Fis-52566,22808,Bassogigas,gillii,,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,,
Fis-52612,22822,Nannocampus,pictus,Reef pipefish,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,,
Fis-52620,22825,Parascorpis,typus,Jutjaw,Animalia,Chordata,Actinopterygii,Perciformes,Parascorpididae,,
Fis-52662,22830,Parapercis,punctulata,Spotted sandperch,Animalia,Chordata,Actinopterygii,Perciformes,Pinguipedidae,,
Fis-62867,22835,Entomacrodus,epalzeocheilos,Fringelip rockskipper,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,,
Fis-52755,22896,Hetereleotris,apora,Poreless goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-52771,22906,Hetereleotris,tentaculata,Locusthead,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-52775,22908,Hetereleotris,zanzibarensis,Goggle goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-52791,22919,Moringua,abbreviata,,Animalia,Chordata,Actinopterygii,Anguilliformes,Moringuidae,,
Fis-52905,23010,Pleurosicya,annandalei,Scalynape goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-52910,23013,Gorgasia,maculata,Whitespotted garden eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae,,
Fis-62181,23049,Cheilopogon,unicolor,Limpid-wing flyingfish,Animalia,Chordata,Actinopterygii,Beloniformes,Exocoetidae,,
Fis-53012,23079,Pleurosicya,mossambica,Toothy goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-53026,23085,Butis,melanostigma,Black-spotted gudgeon,Animalia,Chordata,Actinopterygii,Perciformes,Eleotridae,,
Fis-62040,23089,Eleotris,mauritiana,Widehead sleeper,Animalia,Chordata,Actinopterygii,Perciformes,Eleotridae,,
Fis-53103,23120,Kentrocapros,rosapinto,Basketfish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Aracanidae,,
Fis-53108,23123,Trachyrhamphus,serratus,,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,,
Fis-53112,23124,Trachyrhamphus,longirostris,Straightstick pipefish,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,,
Fis-53129,23130,Gymnothorax,elegans,Elegant moray,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,
Fis-53165,23145,Bathysauropsis,gracilis,Black lizardfish,Animalia,Chordata,Actinopterygii,Aulopiformes,Ipnopidae,,
Fis-53240,23166,Malthopsis,mitrigera,Twospine batfish,Animalia,Chordata,Actinopterygii,Lophiiformes,Ogcocephalidae,,
Fis-53255,23168,Bregmaceros,arabicus,,Animalia,Chordata,Actinopterygii,Gadiformes,Bregmacerotidae,,
Fis-53294,23193,Nezumia,spinosa,Sawspine whiptail,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-53345,23222,Chorisochismus,dentex,Rocksucker,Animalia,Chordata,Actinopterygii,Gobiesociformes,Gobiesocidae,,
Fis-53352,23224,Pyramodon,ventralis,Pallid pearlfish,Animalia,Chordata,Actinopterygii,Ophidiiformes,Carapidae,,
Fis-53355,23229,Lepadichthys,lineatus,Doubleline clingfish,Animalia,Chordata,Actinopterygii,Gobiesociformes,Gobiesocidae,,
Fis-53385,23249,Sargocentron,inaequalis,Lattice squirrelfish,Animalia,Chordata,Actinopterygii,Beryciformes,Holocentridae,,
Fis-53387,23251,Sargocentron,macrosquamis,Bigscale squirrelfish,Animalia,Chordata,Actinopterygii,Beryciformes,Holocentridae,,
Fis-53389,23253,Caulophryne,jordani,Fanfin angler,Animalia,Chordata,Actinopterygii,Lophiiformes,Caulophrynidae,,
Fis-53391,23254,Sargocentron,seychellense,Yellow-tipped squirrelfish,Animalia,Chordata,Actinopterygii,Beryciformes,Holocentridae,,
Fis-53412,23273,Echidna,delicatula,Mottled moray,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,
Fis-53416,23277,Coloconger,raniceps,Froghead eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Colocongridae,,
Fis-53726,23393,Bathysphyraenops,simplex,,Animalia,Chordata,Actinopterygii,Perciformes,Howellidae,,
Fis-53731,23398,Ostracoberyx,dorygenys,,Animalia,Chordata,Actinopterygii,Perciformes,Ostracoberycidae,,
Fis-53790,23418,Chelidoperca,pleurospilus,,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-166560,23517,Iniistius,melanopus,Yellowpatch razorfish,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,
Fis-53986,23519,Choerodon,gymnogenys,,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,
Fis-54019,23546,Bembrops,caudimacula,,Animalia,Chordata,Actinopterygii,Perciformes,Percophidae,,
Fis-54035,23560,Trichonotus,elegans,Long-rayed sand-diver,Animalia,Chordata,Actinopterygii,Perciformes,Trichonotidae,,
Fis-54065,23586,Chlidichthys,pembae,,Animalia,Chordata,Actinopterygii,Perciformes,Pseudochromidae,,
Fis-54073,23595,Gnatholepis,anjerensis,Eye-bar goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-54098,23610,Solegnathus,hardwickii,Hardwicke's pipefish,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,,
Fis-54151,23639,Pseudochromis,tauberae,Lightheaded dottyback,Animalia,Chordata,Actinopterygii,Perciformes,Pseudochromidae,,
Fis-150629,23640,Myersina,filifer,Filamentous shrimpgoby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-170320,23648,Lepidamia,natalensis,,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,,
Fis-54168,23651,Apogon,nitidus,Bluespot cardinalfish,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,,
Fis-169485,23656,Taeniamia,mozambiquensis,Mozambique cardinalfish,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,,
Fis-54184,23664,Neoscombrops,cynodon,Silver splitfin,Animalia,Chordata,Actinopterygii,Perciformes,Acropomatidae,,
Fis-54194,23674,Parachaeturichthys,polynema,Taileyed goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-54219,23692,Cabillus,lacertops,Lizard cabillus,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-54268,23719,Luposicya,lupus,Wolfsnout goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-54289,23738,Antennarius,indicus,Indian frogfish,Animalia,Chordata,Actinopterygii,Lophiiformes,Antennariidae,,
Fis-54507,23886,Symphurus,septemstriatus,Sevenband tonguesole,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,,
Fis-54508,23887,Plectrogenium,nanum,,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Plectrogeniidae,,
Fis-54510,23889,Pteroidichthys,amboinensis,Ambon scorpionfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,
Fis-54518,23893,Samariscus,longimanus,Longfinned flounder,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Samaridae,,
Fis-54769,24054,Dactyloptena,gilberti,,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Dactylopteridae,,
Fis-55015,24195,Draconetta,xenica,Highfin slope dragonet,Animalia,Chordata,Actinopterygii,Perciformes,Draconettidae,,
Fis-55018,24196,Bathycallionymus,kaianus,Kai Island deepwater dragonet,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,,
Fis-55068,24219,Taeniopsetta,ocellata,Indo-Pacific ocellated flounder,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,,
Fis-55078,24225,Laeops,kitaharae,,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,,
Fis-55104,24249,Paratriacanthodes,retrospinis,Sawspine spikefish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Triacanthodidae,,
Fis-55111,24252,Thamnaconus,septentrionalis,,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae,,
Fis-55425,24438,Plesiops,nigricans,Whitespotted longfin,Animalia,Chordata,Actinopterygii,Perciformes,Plesiopidae,,
Fis-55432,24443,Pseudochromis,sankeyi,Striped dottyback,Animalia,Chordata,Actinopterygii,Perciformes,Pseudochromidae,,
Fis-56528,24817,Gerres,macracanthus,Longspine silverbiddy,Animalia,Chordata,Actinopterygii,Perciformes,Gerreidae,,
Fis-56751,24952,Pycnocraspedum,squamipinne,Pelagic cusk,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,,
Fis-56790,24980,Eurypleuron,owasianum,Eel pearlfish,Animalia,Chordata,Actinopterygii,Ophidiiformes,Carapidae,,
Fis-56813,24990,Bathygadus,cottoides,Codheaded rattail,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-150167,25038,Regalecus,russelii,Oarfifsh,Animalia,Chordata,Actinopterygii,Lampriformes,Regalecidae,,
Fis-56926,25050,Eleutherochir,opercularis,Flap-gilled dragonet,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,,
Fis-167281,25051,Ostorhinchus,franssedai,Frans' cardinalfish,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,,
Fis-56954,25062,Acentrogobius,cyanomos,,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-57405,25227,Callionymus,fluviatilis,River dragonet,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,,
Fis-57449,25241,Gobiopsis,macrostoma,Longjaw goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-57849,25311,Acanthosphex,leurynnis,Wasp-spine velvetfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Aploactinidae,,
Fis-57938,25372,Halichoeres,cosmetus,Adorned wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,
Fis-58043,25417,Amblygobius,semicinctus,Halfbarred goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-58046,25420,Rhinecanthus,assasi,Picasso triggerfish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,,
Fis-150581,25421,Asterropteryx,spinosa,Eyebar spiny goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-58058,25423,Bathygobius,coalitus,Whitespotted frillgoby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-58074,25430,Pomacanthus,rhomboides,Old woman angelfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,,
Fis-58104,25447,Pempheris,adusta,Dusky sweeper,Animalia,Chordata,Actinopterygii,Perciformes,Pempheridae,,
Fis-58108,25449,Pempheris,mangula,Black-edged sweeper,Animalia,Chordata,Actinopterygii,Perciformes,Pempheridae,,
Fis-58112,25450,Owstonia,weberi,,Animalia,Chordata,Actinopterygii,Perciformes,Cepolidae,,
Fis-58115,25451,Ecsenius,nalolo,Nalolo,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,,
Fis-58116,25452,Eviota,guttata,Spotted dwarfgoby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-58143,25462,Eviota,zebrina,Zebra dwarfgoby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-58162,25482,Etmopterus,bigelowi,Blurred smooth lantern shark,Animalia,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,,
Fis-58165,25483,Etmopterus,compagnoi,,Animalia,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,,
Fis-58177,25489,Oplopomus,caninoides,Triplespot goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-58219,25509,Pleurosicya,micheli,Michel's ghost goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-58238,25525,Priolepis,nocturna,Blackbarred reefgoby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-58253,25538,Sueviota,lachneri,Lancher's dwarfgoby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-58258,25541,Trimma,emeryi,Emery's goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-58264,25543,Trimma,flammeum,Large-eye pygmygoby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-58273,25550,Narke,capensis,Onefin electric ray,Animalia,Chordata,Elasmobranchii,Torpediniformes,Narkidae,,
Fis-58386,25622,Mobula,eregoodootenkee,Longhorned mobula,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,,
Fis-58398,25629,Dasyatis,chrysonota,Blue stingray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,,
Fis-58409,25637,Narcine,rierai,Slender electric ray,Animalia,Chordata,Elasmobranchii,Torpediniformes,Narcinidae,,
